1.0000	1	100
2.0000	1	50
2.0000	2	100
2.5000	1	40
2.5000	2	80
4.0000	1	25
4.0000	2	50
4.0000	3	75
4.0000	4	100
5.0000	1	20
5.0000	2	40
5.0000	3	60
5.0000	4	80
5.0000	5	100
6.0000	3	50
6.0000	6	100
7.0000	7	100
7.5000	3	40
7.5000	6	80
8.0000	2	25
8.0000	4	50
8.0000	6	75
8.0000	8	100
9.0000	9	100
10.0000	10	100
10.0000	1	10
10.0000	2	20
10.0000	3	30
10.0000	4	40
10.0000	5	50
10.0000	6	60
10.0000	7	70
10.0000	8	80
10.0000	9	90
10.8108	4	37
10.8108	8	74
10.9756	9	82
11.0000	11	100
12.0000	12	100
12.0000	3	25
12.0000	6	50
12.0000	9	75
13.0000	13	100
14.0000	14	100
14.0000	7	50
14.6341	12	82
14.6341	6	41
15.0000	12	80
15.0000	15	100
15.0000	3	20
15.0000	6	40
15.0000	9	60
16.0000	12	75
16.0000	16	100
16.0000	4	25
16.0000	8	50
17.0000	17	100
18.0000	18	100
18.0000	9	50
19.0000	19	100
20.0000	10	50
20.0000	11	55
20.0000	12	60
20.0000	13	65
20.0000	14	70
20.0000	1	5
20.0000	15	75
20.0000	16	80
20.0000	17	85
20.0000	18	90
20.0000	19	95
20.0000	20	100
20.0000	2	10
20.0000	3	15
20.0000	4	20
20.0000	5	25
20.0000	6	30
20.0000	7	35
20.0000	8	40
20.0000	9	45
21.0000	21	100
22.0000	11	50
22.0000	22	100
23.0000	23	100
24.0000	12	50
24.0000	18	75
24.0000	24	100
24.0000	6	25
25.0000	10	40
25.0000	11	44
25.0000	12	48
25.0000	13	52
25.0000	1	4
25.0000	14	56
25.0000	15	60
25.0000	16	64
25.0000	17	68
25.0000	18	72
25.0000	19	76
25.0000	20	80
25.0000	21	84
25.0000	22	88
25.0000	23	92
25.0000	24	96
25.0000	25	100
25.0000	2	8
25.0000	3	12
25.0000	4	16
25.0000	5	20
25.0000	6	24
25.0000	7	28
25.0000	8	32
25.0000	9	36
26.0000	13	50
26.0000	26	100
27.0000	27	100
28.0000	14	50
28.0000	21	75
28.0000	28	100
28.0000	7	25
29.0000	29	100
30.0000	12	40
30.0000	15	50
30.0000	18	60
30.0000	21	70
30.0000	24	80
30.0000	27	90
30.0000	30	100
30.0000	3	10
30.0000	6	20
30.0000	9	30
31.0000	31	100
32.0000	16	50
32.0000	24	75
32.0000	32	100
32.0000	8	25
33.0000	33	100
35.0000	14	40
35.0000	21	60
35.0000	28	80
35.0000	35	100
35.0000	7	20
36.0000	18	50
36.0000	27	75
36.0000	36	100
36.0000	9	25
37.0000	37	100
37.8049	31	82
38.0000	19	50
38.0000	38	100
39.0000	39	100
40.0000	10	25
40.0000	12	30
40.0000	14	35
40.0000	16	40
40.0000	18	45
40.0000	20	50
40.0000	22	55
40.0000	24	60
40.0000	2	5
40.0000	26	65
40.0000	28	70
40.0000	30	75
40.0000	32	80
40.0000	34	85
40.0000	36	90
40.0000	38	95
40.0000	40	100
40.0000	4	10
40.0000	6	15
40.0000	8	20
41.4634	17	41
41.4634	34	82
42.0000	21	50
42.0000	42	100
43.0000	43	100
44.0000	11	25
44.0000	22	50
44.0000	33	75
44.0000	44	100
45.0000	18	40
45.0000	27	60
45.0000	36	80
45.0000	45	100
45.0000	9	20
46.0000	23	50
46.0000	46	100
46.9697	31	66
47.0000	47	100
48.0000	12	25
48.0000	24	50
48.0000	36	75
48.0000	48	100
49.0000	49	100
50.0000	10	20
50.0000	11	22
50.0000	1	2
50.0000	12	24
50.0000	13	26
50.0000	14	28
50.0000	15	30
50.0000	16	32
50.0000	17	34
50.0000	18	36
50.0000	19	38
50.0000	20	40
50.0000	21	42
50.0000	22	44
50.0000	23	46
50.0000	2	4
50.0000	24	48
50.0000	25	50
50.0000	26	52
50.0000	27	54
50.0000	28	56
50.0000	29	58
50.0000	30	60
50.0000	31	62
50.0000	32	64
50.0000	33	66
50.0000	34	68
50.0000	35	70
50.0000	3	6
50.0000	36	72
50.0000	37	74
50.0000	38	76
50.0000	39	78
50.0000	40	80
50.0000	41	82
50.0000	42	84
50.0000	43	86
50.0000	44	88
50.0000	45	90
50.0000	46	92
50.0000	47	94
50.0000	4	8
50.0000	48	96
50.0000	49	98
50.0000	50	100
50.0000	5	10
50.0000	6	12
50.0000	7	14
50.0000	8	16
50.0000	9	18
51.3514	19	37
51.3514	38	74
52.0000	13	25
52.0000	26	50
52.0000	39	75
52.0000	52	100
53.0000	53	100
54.0000	27	50
54.0000	54	100
55.0000	11	20
55.0000	22	40
55.0000	33	60
55.0000	44	80
55.0000	55	100
56.0000	14	25
56.0000	28	50
56.0000	42	75
56.0000	56	100
57.0000	57	100
58.0000	29	50
58.0000	58	100
59.0000	59	100
60.0000	12	20
60.0000	15	25
60.0000	18	30
60.0000	21	35
60.0000	24	40
60.0000	27	45
60.0000	30	50
60.0000	33	55
60.0000	3	5
60.0000	36	60
60.0000	39	65
60.0000	42	70
60.0000	45	75
60.0000	48	80
60.0000	51	85
60.0000	54	90
60.0000	57	95
60.0000	60	100
60.0000	6	10
60.0000	9	15
61.0000	61	100
62.0000	31	50
62.0000	62	100
63.0000	63	100
64.0000	16	25
64.0000	32	50
64.0000	48	75
64.0000	64	100
65.0000	13	20
65.0000	26	40
65.0000	39	60
65.0000	52	80
65.0000	65	100
66.0000	33	50
66.0000	66	100
67.0000	67	100
68.0000	17	25
68.0000	34	50
68.0000	51	75
68.0000	68	100
69.0000	69	100
70.0000	14	20
70.0000	21	30
70.0000	28	40
70.0000	35	50
70.0000	42	60
70.0000	49	70
70.0000	56	80
70.0000	63	90
70.0000	70	100
70.0000	7	10
71.0000	71	100
72.0000	18	25
72.0000	36	50
72.0000	54	75
72.0000	72	100
73.0000	73	100
74.0000	37	50
74.0000	74	100
75.0000	12	16
75.0000	15	20
75.0000	18	24
75.0000	21	28
75.0000	24	32
75.0000	27	36
75.0000	30	40
75.0000	33	44
75.0000	3	4
75.0000	36	48
75.0000	39	52
75.0000	42	56
75.0000	45	60
